#,number_of_header_lines:,72,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,USE,OF,ESRL,GMD,DATA,****************,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,These,data,are,made,freely,available,to,the,public,and,the,,,,,,,,,,,,,,
#,comment:,scientific,community,in,the,belief,that,their,wide,dissemination,,,,,,,,,,,,,,,,
#,comment:,will,lead,to,greater,understanding,and,new,scientific,insights.,,,,,,,,,,,,,,,,
#,comment:,The,availability,of,these,data,does,not,constitute,publication,,,,,,,,,,,,,,,,
#,comment:,of,the,data.,NOAA,relies,on,the,ethics,and,integrity,of,the,user,to,,,,,,,,,,,
#,comment:,ensure,that,GML,receives,fair,credit,for,their,work.,If,the,data,,,,,,,,,,,,,
#,comment:,are,obtained,for,potential,use,in,a,publication,or,"presentation,",,,,,,,,,,,,,,,
#,comment:,GML,should,be,informed,at,the,outset,of,the,nature,of,this,work.,,,,,,,,,,,,
#,comment:,If,the,GML,data,are,essential,to,the,"work,",or,if,an,important,,,,,,,,,,,,
#,comment:,result,or,conclusion,depends,on,the,GML,"data,",co-authorship,,,,,,,,,,,,,,,,
#,comment:,may,be,appropriate.,This,should,be,discussed,at,an,early,stage,in,,,,,,,,,,,,,
#,comment:,the,work.,Manuscripts,using,the,GML,data,should,be,sent,to,GML,,,,,,,,,,,,,
#,comment:,for,review,before,they,are,submitted,for,publication,so,we,can,,,,,,,,,,,,,,
#,comment:,ensure,that,the,quality,and,limitations,of,the,data,are,accurately,,,,,,,,,,,,,,
#,comment:,represented.,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,Every,effort,is,made,to,produce,the,most,accurate,and,precise,,,,,,,,,,,,,,
#,comment:,measurements,possible.,"However,",we,reserve,the,right,to,make,,,,,,,,,,,,,,,,
#,comment:,corrections,to,the,data,based,on,recalibration,of,standard,gases,,,,,,,,,,,,,,,
#,comment:,or,for,other,reasons,deemed,scientifically,justified.,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,We,are,not,responsible,for,results,and,conclusions,based,on,use,,,,,,,,,,,,,,
#,comment:,of,these,data,without,regard,to,this,warning.,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,contact_parameter:,CO2,CCGG,(Individual,Flasks),,,,,,,,,,,,,,,,,,,,,
#,contact_name:,Ed,Dlugokencky,,,,,,,,,,,,,,,,,,,,,,,
#,contact_telephone:,-303,497-6228,,,,,,,,,,,,,,,,,,,,,,,
#,contact_email:,Ed.Dlugokencky@noaa.gov,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,COLLABORATORS,***************,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,NOAA,thanks,the,following,collaborators,without,,,,,,,,,,,,,,,,,,,
#,comment:,whom,these,measurements,would,not,be,possible.,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,collaborator_name:,Weizmann,Institute,of,Science,and,Arava,Institute,,,,,,,,,,,,,,,,,,
#,collaborator_name:,for,Environmental,Studies,,,,,,,,,,,,,,,,,,,,,,
#,collaborator_comment:,Arava,Institute,for,Environmental,Studies,,,,,,,,,,,,,,,,,,,,
#,collaborator_comment:,Kibbutz,"Ketura,",8884000,,,,,,,,,,,,,,,,,,,,,,
#,collaborator_comment:,Israel,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,RECIPROCITY,AGREEMENT,***************,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,Use,of,these,data,implies,an,agreement,to,reciprocate.,,,,,,,,,,,,,,,,
#,comment:,Laboratories,making,similar,measurements,agree,to,make,their,,,,,,,,,,,,,,,,,
#,comment:,own,data,available,to,the,general,public,and,to,the,scientific,,,,,,,,,,,,,,
#,comment:,community,in,an,equally,complete,and,easily,accessible,form.,,,,,,,,,,,,,,,,
#,comment:,Modelers,are,encouraged,to,make,available,to,the,"community,",,,,,,,,,,,,,,,,
#,comment:,upon,"request,",their,own,tools,used,in,the,interpretation,,,,,,,,,,,,,,,,
#,comment:,of,the,GML,"data,",namely,well,documented,model,"code,",transport,,,,,,,,,,,,,,,
#,comment:,"fields,",and,additional,information,necessary,for,other,,,,,,,,,,,,,,,,,,
#,comment:,scientists,to,repeat,the,work,and,to,run,modified,versions.,,,,,,,,,,,,,,,
#,comment:,Model,availability,includes,collaborative,support,for,new,,,,,,,,,,,,,,,,,,
#,comment:,users,of,the,models.,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,DATA,DESCRIPTION,***************,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,description_site-code:,wis,,,,,,,,,,,,,,,,,,,,,,,,
#,description_project-abbr:,ccg_surface,,,,,,,,,,,,,,,,,,,,,,,,
#,description_strategy-abbr:,flask,,,,,,,,,,,,,,,,,,,,,,,,
#,description_sample-constraints:,"me:-H~date:1900-01-01,2019-12-31",,,,,,,,,,,,,,,,,,,,,,,,
#,description_creation-time:,7/24/20,11:04:26,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,DATA,DOCUMENTATION,***************,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,Please,refer,to,the,species-specific,README,file,in,the,,,,,,,,,,,,,,,,
sample_site_code,sample_year,sample_month,sample_day,sample_hour,sample_minute,sample_seconds,sample_id,sample_method,parameter_formula,analysis_group_abbr,analysis_value,analysis_uncertainty,analysis_flag,analysis_instrument,analysis_year,analysis_month,analysis_day,analysis_hour,analysis_minute,analysis_seconds,sample_latitude,sample_longitude,sample_altitude,sample_elevation,sample_intake_height,event_number
WIS,2001,10,26,15,7,0,4672-91,P,co2,CCGG,371.12,0.07,...,L3,2001,11,16,15,50,0,30.8595,34.7809,482,477,5,163994
WIS,2001,11,2,15,7,0,4759-91,P,co2,CCGG,373.45,0.07,...,L3,2001,11,16,15,11,0,30.8595,34.7809,482,477,5,163995
WIS,2001,11,2,15,7,0,4760-91,P,co2,CCGG,373.46,0.07,...,L3,2001,11,16,15,24,0,30.8595,34.7809,482,477,5,163996
WIS,2001,11,9,15,7,0,1475-91,P,co2,CCGG,375.93,0.07,...,L3,2001,11,28,14,47,0,30.8595,34.7809,482,477,5,163997
WIS,2001,11,9,15,7,0,1476-91,P,co2,CCGG,375.88,0.07,...,L3,2001,11,28,15,0,0,30.8595,34.7809,482,477,5,163998
WIS,2001,11,16,15,7,0,167-91,P,co2,CCGG,372.41,0.07,...,L3,2001,11,28,15,14,0,30.8595,34.7809,482,477,5,163999
WIS,2001,11,16,15,7,0,168-91,P,co2,CCGG,372.39,0.07,...,L3,2001,11,28,15,28,0,30.8595,34.7809,482,477,5,164000
WIS,2001,11,24,15,7,0,1331-91,P,co2,CCGG,376.32,0.07,...,L3,2001,12,11,15,56,0,30.8595,34.7809,482,477,5,164001
WIS,2001,11,24,15,7,0,1332-91,P,co2,CCGG,376.31,0.07,...,L3,2001,12,11,16,9,0,30.8595,34.7809,482,477,5,164002
WIS,2001,11,30,15,7,0,221-91,P,co2,CCGG,375.96,0.07,...,L3,2001,12,11,16,22,0,30.8595,34.7809,482,477,5,164003
WIS,2001,11,30,15,7,0,222-91,P,co2,CCGG,375.96,0.07,...,L3,2001,12,11,16,36,0,30.8595,34.7809,482,477,5,164004
WIS,2001,12,7,15,7,0,1967-91,P,co2,CCGG,374.64,0.07,...,L3,2002,1,7,16,23,0,30.8595,34.7809,482,477,5,164005
WIS,2001,12,7,15,7,0,1968-91,P,co2,CCGG,374.58,0.07,...,L3,2002,1,7,16,36,0,30.8595,34.7809,482,477,5,164006
WIS,2001,12,15,15,7,0,345-99,P,co2,CCGG,375.73,0.07,...,L3,2002,1,7,15,3,0,30.8595,34.7809,482,477,5,164007
WIS,2001,12,15,15,7,0,346-99,P,co2,CCGG,375.76,0.07,...,L3,2002,1,7,15,16,0,30.8595,34.7809,482,477,5,164008
WIS,2001,12,21,15,7,0,4045-91,P,co2,CCGG,378.72,0.07,...,L3,2002,1,11,14,11,0,30.8595,34.7809,482,477,5,164009
WIS,2001,12,21,15,7,0,4046-91,P,co2,CCGG,378.63,0.07,...,L3,2002,1,11,14,24,0,30.8595,34.7809,482,477,5,164010
WIS,2001,12,28,15,7,0,1307-91,P,co2,CCGG,378.23,0.07,...,L3,2002,1,11,13,45,0,30.8595,34.7809,482,477,5,164011
WIS,2001,12,28,15,7,0,1308-91,P,co2,CCGG,378.08,0.07,...,L3,2002,1,11,13,58,0,30.8595,34.7809,482,477,5,164012
WIS,2002,1,4,15,7,0,1945-91,P,co2,CCGG,375.9,0.07,...,L3,2002,1,29,11,48,0,30.8595,34.7809,482,477,5,164013
WIS,2002,1,4,15,7,0,1946-91,P,co2,CCGG,375.74,0.07,...,L3,2002,1,29,12,1,0,30.8595,34.7809,482,477,5,164014
WIS,2002,1,11,15,7,0,4517-91,P,co2,CCGG,378.22,0.07,...,L3,2002,1,29,14,0,0,30.8595,34.7809,482,477,5,164015
WIS,2002,1,11,15,7,0,4518-91,P,co2,CCGG,378.29,0.07,...,L3,2002,1,29,14,13,0,30.8595,34.7809,482,477,5,164016
WIS,2002,1,19,15,7,0,195-98,P,co2,CCGG,377.02,0.07,...,L3,2002,2,5,10,43,0,30.8595,34.7809,482,477,5,164017
WIS,2002,1,19,15,7,0,196-98,P,co2,CCGG,377.02,0.07,...,L3,2002,2,5,10,56,0,30.8595,34.7809,482,477,5,164018
WIS,2002,1,25,15,7,0,1795-91,P,co2,CCGG,376.94,0.07,...,L3,2002,2,4,16,26,0,30.8595,34.7809,482,477,5,164019
WIS,2002,1,25,15,7,0,1796-91,P,co2,CCGG,377.13,0.07,...,L3,2002,2,4,16,39,0,30.8595,34.7809,482,477,5,164020
WIS,2002,2,2,15,7,0,1665-91,P,co2,CCGG,370.47,0.07,.Z.,L3,2002,2,22,14,29,0,30.8595,34.7809,482,477,5,164021
WIS,2002,2,2,15,7,0,1666-91,P,co2,CCGG,370.36,0.07,.Z.,L3,2002,2,22,14,42,0,30.8595,34.7809,482,477,5,164022
WIS,2002,2,15,15,7,0,485-99,P,co2,CCGG,374.74,0.07,...,L3,2002,3,8,11,6,0,30.8595,34.7809,482,477,5,164023
WIS,2002,2,15,15,7,0,486-99,P,co2,CCGG,374.64,0.07,...,L3,2002,3,8,11,19,0,30.8595,34.7809,482,477,5,164024
WIS,2002,2,22,15,7,0,4797-91,P,co2,CCGG,375.42,0.07,...,L3,2002,3,8,10,40,0,30.8595,34.7809,482,477,5,164025
WIS,2002,2,22,15,7,0,4798-91,P,co2,CCGG,375.41,0.07,...,L3,2002,3,8,10,53,0,30.8595,34.7809,482,477,5,164026
WIS,2002,3,2,15,7,0,129-91,P,co2,CCGG,382.42,0.07,.X.,L3,2002,3,21,15,7,0,30.8595,34.7809,482,477,5,164027
WIS,2002,3,2,15,7,0,130-91,P,co2,CCGG,382.3,0.07,.X.,L3,2002,3,21,15,20,0,30.8595,34.7809,482,477,5,164028
WIS,2002,3,8,15,7,0,4805-91,P,co2,CCGG,375.23,0.07,...,L3,2002,3,25,12,34,0,30.8595,34.7809,482,477,5,164029
WIS,2002,3,8,15,7,0,4806-91,P,co2,CCGG,375.21,0.07,...,L3,2002,3,25,12,47,0,30.8595,34.7809,482,477,5,164030
WIS,2002,3,15,15,7,0,857-91,P,co2,CCGG,377.9,0.07,...,L3,2002,4,18,12,45,0,30.8595,34.7809,482,477,5,164031
WIS,2002,3,15,15,7,0,858-91,P,co2,CCGG,377.96,0.07,...,L3,2002,4,18,12,58,0,30.8595,34.7809,482,477,5,164032
WIS,2002,3,22,15,7,0,4059-91,P,co2,CCGG,378.06,0.07,...,L3,2002,4,18,12,19,0,30.8595,34.7809,482,477,5,164033
WIS,2002,3,22,15,7,0,4060-91,P,co2,CCGG,378.02,0.07,...,L3,2002,4,18,12,32,0,30.8595,34.7809,482,477,5,164034
WIS,2002,3,29,15,7,0,301-91,P,co2,CCGG,380.53,0.07,...,L3,2002,4,15,13,18,0,30.8595,34.7809,482,477,5,164035
WIS,2002,3,29,15,7,0,302-91,P,co2,CCGG,380.56,0.07,...,L3,2002,4,15,13,31,0,30.8595,34.7809,482,477,5,164036
WIS,2002,4,5,14,7,0,4833-91,P,co2,CCGG,377.89,0.07,...,L3,2002,4,15,13,53,0,30.8595,34.7809,482,477,5,164037
WIS,2002,4,5,14,7,0,4834-91,P,co2,CCGG,377.93,0.07,...,L3,2002,4,15,14,6,0,30.8595,34.7809,482,477,5,164038
WIS,2002,4,12,14,7,0,4629-91,P,co2,CCGG,374.57,0.07,...,L3,2002,5,1,12,25,0,30.8595,34.7809,482,477,5,164039
WIS,2002,4,12,14,7,0,4630-91,P,co2,CCGG,374.53,0.07,...,L3,2002,5,1,12,38,0,30.8595,34.7809,482,477,5,164040
WIS,2002,4,19,14,7,0,1495-91,P,co2,CCGG,378.36,0.07,...,L3,2002,5,1,13,17,0,30.8595,34.7809,482,477,5,164041
WIS,2002,4,19,14,7,0,1496-91,P,co2,CCGG,378.33,0.07,...,L3,2002,5,1,13,30,0,30.8595,34.7809,482,477,5,164042
WIS,2002,4,26,14,7,0,515-99,P,co2,CCGG,382.6,0.07,...,L3,2002,5,23,12,57,0,30.8595,34.7809,482,477,5,164043
WIS,2002,4,26,14,7,0,516-99,P,co2,CCGG,382.61,0.07,...,L3,2002,5,23,13,10,0,30.8595,34.7809,482,477,5,164044
WIS,2002,5,3,14,7,0,311-91,P,co2,CCGG,375.54,0.07,...,L3,2002,5,23,12,31,0,30.8595,34.7809,482,477,5,164045
WIS,2002,5,3,14,7,0,312-91,P,co2,CCGG,375.62,0.07,...,L3,2002,5,23,12,44,0,30.8595,34.7809,482,477,5,164046
WIS,2002,5,11,14,7,0,4613-91,P,co2,CCGG,374.06,0.07,...,L3,2002,6,6,12,6,0,30.8595,34.7809,482,477,5,164047
WIS,2002,5,11,14,7,0,4614-91,P,co2,CCGG,374.08,0.07,...,L3,2002,6,6,12,19,0,30.8595,34.7809,482,477,5,164048
WIS,2002,5,17,14,7,0,4573-91,P,co2,CCGG,375.08,0.07,...,L3,2002,6,6,12,32,0,30.8595,34.7809,482,477,5,164049
WIS,2002,5,17,14,7,0,4574-91,P,co2,CCGG,375.05,0.07,...,L3,2002,6,6,12,45,0,30.8595,34.7809,482,477,5,164050
WIS,2002,5,25,14,7,0,63-99,P,co2,CCGG,382.25,0.07,.X.,L3,2002,6,17,13,47,0,30.8595,34.7809,482,477,5,164051
WIS,2002,5,25,14,7,0,64-99,P,co2,CCGG,381.96,0.07,.X.,L3,2002,6,17,14,0,0,30.8595,34.7809,482,477,5,164052
WIS,2002,5,31,14,7,0,549-99,P,co2,CCGG,375.87,0.07,...,L3,2002,6,17,13,21,0,30.8595,34.7809,482,477,5,164053
WIS,2002,5,31,14,7,0,550-99,P,co2,CCGG,375.94,0.07,...,L3,2002,6,17,13,34,0,30.8595,34.7809,482,477,5,164054
WIS,2002,6,7,14,7,0,559-99,P,co2,CCGG,390.03,0.07,.Z.,L3,2002,7,3,9,59,0,30.8595,34.7809,482,477,5,164055
WIS,2002,6,7,14,7,0,560-99,P,co2,CCGG,390.22,0.07,.Z.,L3,2002,7,3,10,12,0,30.8595,34.7809,482,477,5,164056
WIS,2002,6,14,14,7,0,535-99,P,co2,CCGG,376.16,0.07,...,L3,2002,7,3,10,25,0,30.8595,34.7809,482,477,5,164057
WIS,2002,6,14,14,7,0,536-99,P,co2,CCGG,376.14,0.07,...,L3,2002,7,3,10,38,0,30.8595,34.7809,482,477,5,164058
WIS,2002,6,21,14,7,0,1475-91,P,co2,CCGG,369.29,0.07,...,L3,2002,7,9,14,44,0,30.8595,34.7809,482,477,5,164059
WIS,2002,6,21,14,7,0,1476-91,P,co2,CCGG,369.21,0.07,...,L3,2002,7,9,14,57,0,30.8595,34.7809,482,477,5,164060
WIS,2002,6,28,14,7,0,4833-91,P,co2,CCGG,373.85,0.07,...,L3,2002,7,9,14,0,0,30.8595,34.7809,482,477,5,164061
WIS,2002,6,28,14,7,0,4834-91,P,co2,CCGG,373.59,0.07,...,L3,2002,7,9,14,13,0,30.8595,34.7809,482,477,5,164062
WIS,2002,7,5,14,7,0,1343-91,P,co2,CCGG,370.23,0.07,...,L3,2002,7,22,11,58,0,30.8595,34.7809,482,477,5,164063
WIS,2002,7,5,14,7,0,1344-91,P,co2,CCGG,370.14,0.07,...,L3,2002,7,22,12,11,0,30.8595,34.7809,482,477,5,164064
WIS,2002,7,12,14,7,0,4577-91,P,co2,CCGG,368.67,0.07,...,L3,2002,7,22,11,32,0,30.8595,34.7809,482,477,5,164065
WIS,2002,7,12,14,7,0,4578-91,P,co2,CCGG,368.6,0.07,...,L3,2002,7,22,11,45,0,30.8595,34.7809,482,477,5,164066
WIS,2002,7,19,14,7,0,4157-91,P,co2,CCGG,371.37,0.07,...,L3,2002,8,5,10,33,0,30.8595,34.7809,482,477,5,164067
WIS,2002,7,19,14,7,0,4158-91,P,co2,CCGG,371.34,0.07,...,L3,2002,8,5,10,46,0,30.8595,34.7809,482,477,5,164068
WIS,2002,7,27,14,7,0,2017-91,P,co2,CCGG,371.32,0.07,...,L3,2002,8,5,9,40,0,30.8595,34.7809,482,477,5,164069
WIS,2002,7,27,14,7,0,2018-91,P,co2,CCGG,371.27,0.07,...,L3,2002,8,5,9,54,0,30.8595,34.7809,482,477,5,164070
WIS,2002,8,2,14,7,0,4679-91,P,co2,CCGG,370.15,0.07,...,L3,2002,8,22,13,36,0,30.8595,34.7809,482,477,5,164071
WIS,2002,8,2,14,7,0,4680-91,P,co2,CCGG,370.17,0.07,...,L3,2002,8,22,13,49,0,30.8595,34.7809,482,477,5,164072
WIS,2002,8,9,14,7,0,459-99,P,co2,CCGG,370.47,0.07,...,L3,2002,8,22,13,10,0,30.8595,34.7809,482,477,5,164073
WIS,2002,8,9,14,7,0,460-99,P,co2,CCGG,370.53,0.07,...,L3,2002,8,22,13,23,0,30.8595,34.7809,482,477,5,164074
WIS,2002,8,16,14,7,0,1167-91,P,co2,CCGG,368.34,0.07,...,L3,2002,9,6,14,33,0,30.8595,34.7809,482,477,5,164075
WIS,2002,8,16,14,7,0,1168-91,P,co2,CCGG,368.41,0.07,...,L3,2002,9,6,14,46,0,30.8595,34.7809,482,477,5,164076
WIS,2002,8,24,14,7,0,4789-91,P,co2,CCGG,368.23,0.07,...,L3,2002,9,9,10,0,0,30.8595,34.7809,482,477,5,164077
WIS,2002,8,24,14,7,0,4790-91,P,co2,CCGG,368.43,0.07,...,L3,2002,9,9,10,13,0,30.8595,34.7809,482,477,5,164078
WIS,2002,8,30,14,7,0,771-91,P,co2,CCGG,366.89,0.07,...,L3,2002,10,8,11,50,0,30.8595,34.7809,482,477,5,164079
WIS,2002,8,30,14,7,0,772-91,P,co2,CCGG,366.86,0.07,...,L3,2002,10,8,12,3,0,30.8595,34.7809,482,477,5,164080
WIS,2002,9,6,14,7,0,4827-91,P,co2,CCGG,369.97,0.07,...,L3,2002,10,8,12,42,0,30.8595,34.7809,482,477,5,164081
WIS,2002,9,6,14,7,0,4828-91,P,co2,CCGG,369.99,0.07,...,L3,2002,10,8,12,55,0,30.8595,34.7809,482,477,5,164082
WIS,2002,9,13,14,7,0,821-91,P,co2,CCGG,369.88,0.07,...,L3,2002,10,10,12,11,0,30.8595,34.7809,482,477,5,164083
WIS,2002,9,13,14,7,0,822-91,P,co2,CCGG,369.79,0.07,...,L3,2002,10,10,12,24,0,30.8595,34.7809,482,477,5,164084
WIS,2002,9,20,14,7,0,1711-91,P,co2,CCGG,371.94,0.07,...,L3,2002,10,10,12,37,0,30.8595,34.7809,482,477,5,164085
WIS,2002,9,20,14,7,0,1712-91,P,co2,CCGG,371.92,0.07,...,L3,2002,10,10,12,50,0,30.8595,34.7809,482,477,5,164086
WIS,2002,9,28,14,7,0,161-99,P,co2,CCGG,377.18,0.07,...,L3,2002,10,24,16,2,0,30.8595,34.7809,482,477,5,164087
WIS,2002,9,28,14,7,0,162-99,P,co2,CCGG,377.09,0.07,...,L3,2002,10,24,16,15,0,30.8595,34.7809,482,477,5,164088
WIS,2002,10,4,14,7,0,4203-91,P,co2,CCGG,372.72,0.07,...,L3,2002,10,25,11,13,0,30.8595,34.7809,482,477,5,164089
WIS,2002,10,4,14,7,0,4204-91,P,co2,CCGG,372.58,0.07,...,L3,2002,10,25,11,26,0,30.8595,34.7809,482,477,5,164090
WIS,2002,10,11,15,7,0,73-98,P,co2,CCGG,380.1,0.07,...,L3,2002,10,28,15,48,0,30.8595,34.7809,482,477,5,164091
WIS,2002,10,11,15,7,0,74-98,P,co2,CCGG,380.05,0.07,...,L3,2002,10,28,16,1,0,30.8595,34.7809,482,477,5,164092
WIS,2002,10,19,15,7,0,91-99,P,co2,CCGG,378.17,0.07,...,L3,2002,10,28,15,22,0,30.8595,34.7809,482,477,5,164093
WIS,2002,10,19,15,7,0,92-99,P,co2,CCGG,378.21,0.07,...,L3,2002,10,28,15,35,0,30.8595,34.7809,482,477,5,164094
WIS,2002,10,26,15,7,0,439-99,P,co2,CCGG,373.39,0.07,...,L3,2002,11,11,10,20,0,30.8595,34.7809,482,477,5,164095
WIS,2002,10,26,15,7,0,440-99,P,co2,CCGG,373.41,0.07,...,L3,2002,11,11,10,33,0,30.8595,34.7809,482,477,5,164096
WIS,2002,11,2,15,7,0,281-99,P,co2,CCGG,381.78,0.07,...,L3,2002,11,11,9,53,0,30.8595,34.7809,482,477,5,164097
WIS,2002,11,2,15,7,0,282-99,P,co2,CCGG,381.88,0.07,...,L3,2002,11,11,10,7,0,30.8595,34.7809,482,477,5,164098
WIS,2002,11,8,15,7,0,339-91,P,co2,CCGG,373.15,0.07,.X.,L3,2002,11,26,13,36,0,30.8595,34.7809,482,477,5,164099
WIS,2002,11,8,15,7,0,340-91,P,co2,CCGG,373.08,0.07,.X.,L3,2002,11,26,13,49,0,30.8595,34.7809,482,477,5,164100
WIS,2002,11,15,15,7,0,1219-91,P,co2,CCGG,385.9,0.07,.X.,L3,2002,11,26,14,2,0,30.8595,34.7809,482,477,5,164101
WIS,2002,11,15,15,7,0,1220-91,P,co2,CCGG,385.85,0.07,.X.,L3,2002,11,26,14,15,0,30.8595,34.7809,482,477,5,164102
WIS,2002,11,22,15,7,0,4565-91,P,co2,CCGG,375.66,0.07,...,L3,2003,1,13,11,18,0,30.8595,34.7809,482,477,5,164103
WIS,2002,11,22,15,7,0,4566-91,P,co2,CCGG,375.66,0.07,...,L3,2003,1,13,11,31,0,30.8595,34.7809,482,477,5,164104
WIS,2002,11,30,15,7,0,4889-91,P,co2,CCGG,378.22,0.07,...,L3,2003,1,13,13,22,0,30.8595,34.7809,482,477,5,164105
WIS,2002,11,30,15,7,0,4890-91,P,co2,CCGG,378.22,0.07,...,L3,2003,1,13,13,35,0,30.8595,34.7809,482,477,5,164106
WIS,2002,12,6,15,7,0,1575-91,P,co2,CCGG,375.75,0.07,...,L3,2003,1,7,14,28,0,30.8595,34.7809,482,477,5,164107
WIS,2002,12,6,15,7,0,1576-91,P,co2,CCGG,375.82,0.07,...,L3,2003,1,7,14,41,0,30.8595,34.7809,482,477,5,164108
WIS,2002,12,13,15,7,0,1029-91,P,co2,CCGG,379.8,0.07,...,L3,2003,1,7,11,42,0,30.8595,34.7809,482,477,5,164109
WIS,2002,12,13,15,7,0,1030-91,P,co2,CCGG,379.91,0.07,...,L3,2003,1,7,11,55,0,30.8595,34.7809,482,477,5,164110
WIS,2002,12,21,15,7,0,609-91,P,co2,CCGG,380.91,0.07,...,L3,2003,1,14,10,56,0,30.8595,34.7809,482,477,5,164111
WIS,2002,12,21,15,7,0,610-91,P,co2,CCGG,380.74,0.07,...,L3,2003,1,14,11,9,0,30.8595,34.7809,482,477,5,164112
WIS,2002,12,27,15,7,0,771-91,P,co2,CCGG,381.66,0.07,...,L3,2003,1,14,11,22,0,30.8595,34.7809,482,477,5,164113
WIS,2002,12,27,15,7,0,772-91,P,co2,CCGG,381.63,0.07,...,L3,2003,1,14,11,35,0,30.8595,34.7809,482,477,5,164114
WIS,2003,1,3,15,7,0,663-91,P,co2,CCGG,378.09,0.07,...,L3,2003,1,23,17,15,0,30.8595,34.7809,482,477,5,164115
WIS,2003,1,3,15,7,0,664-91,P,co2,CCGG,377.97,0.07,...,L3,2003,1,23,17,28,0,30.8595,34.7809,482,477,5,164116
WIS,2003,1,11,15,7,0,159-99,P,co2,CCGG,377.93,0.07,...,L3,2003,1,24,9,15,0,30.8595,34.7809,482,477,5,164117
WIS,2003,1,11,15,7,0,160-99,P,co2,CCGG,377.82,0.07,...,L3,2003,1,24,9,28,0,30.8595,34.7809,482,477,5,164118
WIS,2003,1,18,15,7,0,657-99,P,co2,CCGG,378.87,0.07,...,L3,2003,2,5,12,12,0,30.8595,34.7809,482,477,5,164119
WIS,2003,1,18,15,7,0,658-99,P,co2,CCGG,378.88,0.07,...,L3,2003,2,5,12,26,0,30.8595,34.7809,482,477,5,164120
WIS,2003,1,24,15,7,0,293-91,P,co2,CCGG,379.63,0.07,...,L3,2003,2,5,12,39,0,30.8595,34.7809,482,477,5,164121
WIS,2003,1,24,15,7,0,294-91,P,co2,CCGG,379.47,0.07,...,L3,2003,2,5,12,52,0,30.8595,34.7809,482,477,5,164122
WIS,2003,1,29,15,17,0,1579-91,P,co2,CCGG,381.34,0.07,...,L3,2003,3,7,16,21,0,30.8595,34.7809,482,477,5,164123
WIS,2003,1,29,15,17,0,1580-91,P,co2,CCGG,381.35,0.07,...,L3,2003,3,7,16,34,0,30.8595,34.7809,482,477,5,164124
WIS,2003,2,7,15,7,0,45-91,P,co2,CCGG,377.27,0.07,...,L3,2003,3,7,15,55,0,30.8595,34.7809,482,477,5,164125
WIS,2003,2,7,15,7,0,46-91,P,co2,CCGG,377.28,0.07,...,L3,2003,3,7,16,8,0,30.8595,34.7809,482,477,5,164126
WIS,2003,2,14,15,17,0,405-91,P,co2,CCGG,380.19,0.07,...,L3,2003,3,3,14,26,0,30.8595,34.7809,482,477,5,164127
WIS,2003,2,14,15,17,0,406-91,P,co2,CCGG,380.1,0.07,...,L3,2003,3,3,14,39,0,30.8595,34.7809,482,477,5,164128
WIS,2003,2,21,15,15,0,4769-91,P,co2,CCGG,383.07,0.07,+..,L3,2003,3,3,14,52,0,30.8595,34.7809,482,477,5,164129
WIS,2003,2,21,15,15,0,4770-91,P,co2,CCGG,382.42,0.07,-..,L3,2003,3,3,15,5,0,30.8595,34.7809,482,477,5,164130
WIS,2003,3,1,15,9,0,1355-91,P,co2,CCGG,379.41,0.07,...,L3,2003,3,26,15,37,0,30.8595,34.7809,482,477,5,164131
WIS,2003,3,1,15,9,0,1356-91,P,co2,CCGG,379.39,0.07,...,L3,2003,3,26,15,50,0,30.8595,34.7809,482,477,5,164132
WIS,2003,3,7,14,35,0,861-99,P,co2,CCGG,381.76,0.07,...,L3,2003,3,26,16,55,0,30.8595,34.7809,482,477,5,164133
WIS,2003,3,7,14,35,0,862-99,P,co2,CCGG,381.75,0.07,...,L3,2003,3,26,17,8,0,30.8595,34.7809,482,477,5,164134
